Credit Score,SSN,Age,Occupation,Annual Income,Delayed Payments,Debt,Musician,Journalist,Doctor,MediaManager,Mechanic,Lawyer,Entrepreneur,Teacher,Scientist, Engineer, Accountant,Manager,Writer,Developer,Architect,Home Equity Loan,Auto Loan,Mortgage Loan,Not Specified,Personal Loan,Payday Loan,Student Loan,Credit-Builder Loan,Debt Consolidation Loan
Standard,278-74-1400,31,Architect,33599.08,11,743.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0
Poor,609-29-1019,-500,Mechanic,15881.58,20,3614.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Poor,864-61-5672,24,Mechanic,15881.58,20,3614.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Standard,990-15-5111,43,Mechanic,14435.435,nan,799.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Good,056-03-2352,50,Lawyer,121831,4,1130.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Poor,009-05-2901,20,Teacher,19266.77,15,2397.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Good,158-66-2244,33,Teacher,81427.02,1,17.81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Good,380-45-5656,18,Architect,13486.615,10,45.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Poor,859-61-0650,35,Accountant,33785.2,20,1588.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
Poor,890-04-0712,23,Scientist,66502.76,7,276.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Standard,734-45-8783,20,MediaManager,109480.98,9,372.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,232-02-1071,38,Writer,61348.98,9,1240.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Poor,149-67-5279,25,Journalist,60787.32,18,4851.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
Standard,178-31-0860,44,Developer,27292.5,17,1434.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Standard,060-69-0738,50,Journalist,140390.32,nan,1423.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Standard,242-80-2380,54,Developer,107313.84,17,794.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Good,590-17-1966,-500,Developer,20422.48,10,1420.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Standard,141-75-5743,53,Manager,11967.245,6,1301.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Standard,251-75-6319,31,Doctor,39829,15,1426.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Standard,727-71-6595,31,Teacher,106928.84,13,619.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Poor,114-05-6534,29,Mechanic,52595.46,12,1394.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Standard,837-57-6588,34,Scientist,101462.64,20,251.39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Standard,232-78-3489,40,Scientist,16827.15,21,2761.57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
Poor,104-03-5360,18,Scientist,20083.06,19,2381.47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Good,508-87-2538,40,Mechanic,16997.715,9,1204.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Standard,700-96-0564,44,Accountant,118884,3,830.63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,792-88-1863,41,Lawyer,44678.57,10,834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard,778-40-1332,29,Lawyer,147378.96,7,1180.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Standard,882-91-0469,34,Writer,19703.09,18,2677.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
Standard,812-19-9012,31,Journalist,79748.92,11,1069.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Good,536-54-7101,43,Journalist,16943.505,15,961.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standard,152-12-7444,32,Musician,18848.995,7,159.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,353-39-6535,32,Musician,18848.995,nan,159.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,026-57-5729,54,Scientist,41345.58,nan,646.47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,281-26-7560,15,Doctor,9848.32,9,227.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
Standard,128-48-7511,25,Manager,73134.06,14,382.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
Standard,433-00-3832,40,Manager,11688.93,10,1066.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
Standard,218-85-8418,53,Manager,29822.12,8,21.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
Standard,817-31-4270,40,Doctor,60379.28,12,725.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Standard,293-99-9694,37,Lawyer,35142.57,14,951.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
Poor,030-69-1962,21,Mechanic,83619.16,24,2947.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
Poor,411-34-6254,15,MediaManager,14051.56,21,4300.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
Standard,197-51-0710,27,Architect,31897.35,11,1116.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Good,388-81-5443,47,Scientist,121197.9,12,203.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Poor,713-24-3856,31,Developer,28796.82,21,2382.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
Standard,184-10-9959,48,Developer,34960.25,11,1364.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Poor,917-87-8940,25,Accountant,41360.3,10,254.29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,028-73-8575,24,Manager,125079.04,nan,1029.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Standard,273-71-2807,32,Writer,30962.65,13,716.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Standard,842-39-5844,-500,Entrepreneur,36064.74,15,884.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,435-98-9435,35,Entrepreneur,8312.085,11,1945.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,426-07-3179,38,Journalist,34631.43,15,568.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Standard,824-34-8358,23,Writer,32023.64,16,2518.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Good,028-88-5533,47,Lawyer,84358.5,4,1460.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Good,026-50-1269,24,Manager,30470.59,5,554.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
Standard,827-59-6035,31,Teacher,17680.69,12,887.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Standard,511-01-3852,42,Mechanic,43581.71,10,110.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Standard,024-43-6489,22,MediaManager,19071.34,19,118.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,596-35-8824,39,MediaManager,79357.14,12,1171.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Poor,082-42-3634,17,Entrepreneur,15604.56,23,2686.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Poor,221-68-3307,42,Musician,15469.21,18,1820.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Standard,512-47-9593,19,Doctor,31204.74,18,611.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Poor,389-89-7954,44,Accountant,17963.45,15,2052.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Poor,549-24-0925,19,Developer,36349.28,20,2195.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Standard,538-49-2118,26,Writer,134321.44,21,1428.68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
Standard,855-00-3668,27,Architect,42162.24,16,664.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Poor,845-47-0164,41,Writer,48144.78,20,3150.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
Standard,020-79-5434,43,Writer,32178.74,8,2165.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
Standard,025-43-0950,45,Doctor,36122.51,17,893.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,023-47-5429,20,MediaManager,14749.06,15,2777.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Standard,889-53-4520,20,MediaManager,14749.06,15,2777.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
Standard,299-84-9786,23,Entrepreneur,119149.92,7,982.81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Poor,422-72-6325,24,Lawyer,43608.18,20,1492.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Poor,969-71-6824,24,Lawyer,43608.18,20,1492.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Poor,194-70-6848,36,Journalist,38392.96,20,1305.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Good,858-31-4023,19,Developer,86304.38,10,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Poor,009-03-6050,22,Accountant,73926.36,17,3978.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0
Standard,777-41-6594,34,Writer,30988.61,4,820.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Standard,409-83-0158,45,Scientist,19956.6,21,415.74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,052-17-3249,55,Mechanic,70737.78,18,751.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
Standard,110-76-4956,55,Mechanic,70737.78,18,751.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
Poor,906-56-2463,42,Doctor,9375.245,21,4308.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
Standard,733-64-4265,45,Journalist,10386.83,19,3911.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Good,851-32-4418,22,Manager,41806.16,1706,300.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Standard,115-90-3148,30,Scientist,110209.68,3,482.73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Standard,191-80-9435,43,Teacher,27794.43,11,371.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Standard,622-39-0790,-500,Mechanic,17015.66,15,1987.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
Poor,659-25-1819,-500,Doctor,18192.4,20,2557.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
Poor,185-82-7001,14,Entrepreneur,34627.86,10,2538.81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poor,838-46-6396,38,Mechanic,17015.66,18,1987.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
Standard,857-49-4267,46,Teacher,57728.22,12,167.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Standard,642-46-2233,23,Teacher,19896.89,18,2235.81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Poor,214-58-4052,26,Musician,10240.42,24,1445.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
Standard,153-16-9858,34,Architect,13840.485,12,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
Standard,097-55-6135,47,Architect,18296.91,nan,587.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Standard,334-44-6939,25,Musician,68171.55,11,1049.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standard,322-39-3378,37,Writer,73355.38,10,998.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Standard,407-46-5571,39,MediaManager,142395.12,13,505.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Poor,324-46-6478,37,Entrepreneur,81168.84,3,1367.13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Standard,971-95-2589,38,Lawyer,68131.8,17,4100.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Poor,964-56-1036,-500,Journalist,14501.97,17,4676.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Standard,394-91-1606,22,Developer,34113.61,4,634.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Poor,272-77-3454,25,Scientist,85721.82,nan,1149.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,827-45-0353,29,Accountant,14656.68,nan,1395.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Standard,073-04-0918,30,Doctor,51582.54,16,1354.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,458-76-0289,42,Teacher,34571.53,3,58.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Standard,776-27-8471,53,Entrepreneur,15127.05,9,194.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
Poor,473-54-7971,-500,Journalist,35664.22,16,4259.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Good,136-11-5410,43,Musician,150625.48,6,898.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,335-28-9081,41,Doctor,19627.14,18,402.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
Poor,181-51-6545,35,MediaManager,28378.94,14,1640.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Poor,202-92-7576,30,Entrepreneur,17569.87,16,1625.87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
Standard,118-34-1378,34,Entrepreneur,31906.07,14,901.87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good,890-96-8226,53,Musician,99520.5,5,547.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Good,272-40-2510,54,Musician,99520.5,5,547.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Poor,687-22-0798,34,Writer,14634.1,nan,2638.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0
Standard,259-88-4054,28,Musician,8826.66,24,3851.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
Standard,808-28-9660,35,Teacher,33089.51,10,557.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,644-42-8469,33,Mechanic,101342.2,15,828.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Standard,156-43-2282,45,Journalist,42331.14,12,1288.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,713-38-9516,24,Architect,108702.09,6,364.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Good,578-52-7354,44,Musician,33276.28,10,371.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
Standard,772-58-9547,17,Manager,14841.35,16,3865.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
Poor,189-86-7222,34,Scientist,32510.12,16,2305.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,014-29-7065,37,Developer,8499.645,18,2573.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0
Poor,098-86-1902,33,Scientist,16218.32,19,4466.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Standard,822-48-3629,31,Manager,30429.91,17,362.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Standard,797-53-8850,26,Doctor,12525.745,19,845.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Good,080-54-4228,40,Mechanic,23129.88,12,868.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,048-49-2969,22,Mechanic,22157.27,11,1345.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
Standard,120-91-8866,34,Lawyer,33616.73,2,1267.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Standard,545-55-3554,35,Developer,123802.52,19,954.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Poor,049-44-5243,39,Accountant,37107.79,nan,86.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,403-79-7249,50,Mechanic,40671.27,5,467.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good,586-20-2678,50,Mechanic,40671.27,3,467.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good,017-93-1533,19,Musician,140719.08,6,1069.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,068-55-4070,22,Teacher,114826.56,2,202.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Standard,137-70-2454,23,Journalist,32486.64,10,242.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Standard,238-89-8489,28,Engineer,177947.28,2,1284.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,363-61-5055,32,Architect,54239.94,20,4160.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
Poor,530-21-7776,-500,Scientist,131865,10,602.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Standard,386-88-8824,15,MediaManager,46271.32,15,640.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
Poor,600-27-5779,16,Manager,20474.14,24,2181.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
Standard,866-43-5193,50,MediaManager,104929.28,11,651.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Good,035-85-5019,-500,Mechanic,173968.96,2,1486.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,514-32-8216,28,Mechanic,25883.65,11,47.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Standard,868-53-7311,34,Journalist,14906.67,20,100.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Standard,021-52-4642,18,Architect,8459.02,20,789.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Standard,623-91-4031,16,Accountant,61719.9,21,3643.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0
Poor,239-23-3959,22,Doctor,122135.12,14,1384.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard,087-39-6979,37,Scientist,34613.16,nan,213.48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Standard,792-87-7976,22,Architect,23767.59,17,140.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Poor,439-38-8702,21,Entrepreneur,56668.5,9,1627.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,042-33-9752,38,Entrepreneur,33189.63,18,1101.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Standard,477-91-2380,45,Lawyer,17502.19,13,251.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Standard,993-95-0461,46,Developer,42072.75,nan,689.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
Poor,288-80-7664,37,Manager,14019.63,20,2177.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Good,257-90-5790,30,Journalist,28747.25,9,1464.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Standard,061-94-6784,43,Accountant,20799.59,13,33.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,491-45-7607,18,MediaManager,15400.91,19,854.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
Poor,955-29-8226,42,Engineer,17468.19,12,1495.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Standard,269-19-5115,-500,Engineer,19191.52,17,2571.56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0
Poor,291-33-2707,54,Doctor,43008.33,3,93.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Poor,175-33-5803,27,Scientist,8564690,15,1438.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
Good,476-03-7849,50,Accountant,21931.995,8,900.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,149-70-0580,33,Entrepreneur,39799.4,3,1132.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Standard,313-83-6853,21,Teacher,18063.71,19,1184.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Standard,947-73-8082,21,Teacher,18063.71,19,1184.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Poor,617-54-3571,14,Teacher,19531.18,18,3047.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Standard,034-49-6474,39,Teacher,44512.24,8,939.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Standard,171-23-7188,25,Journalist,26175.31,7,601.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,179-17-6232,29,Accountant,14710.215,2,1373.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Standard,683-10-1309,21,Architect,107854.84,15,990.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
Good,861-41-5971,28,Architect,39831.1,12,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Standard,425-36-6919,26,Manager,13461.25,19,1361.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Standard,155-73-5444,24,Journalist,31227.35,15,1257.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Standard,687-82-5938,37,Lawyer,34978.29,13,1219.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Standard,912-15-8539,37,Lawyer,34978.29,12,1219.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
